order_purchase_timestamp,product_category_name_english,sales_volume,revenue
2017-01-06,health_beauty,1,636
2017-01-07,health_beauty,1,370
2017-01-09,health_beauty,1,109.9
2017-01-13,health_beauty,2,244.89
2017-01-15,health_beauty,1,349.9
2017-01-16,health_beauty,3,719.98
2017-01-17,health_beauty,1,349.9
2017-01-18,health_beauty,3,613.89
2017-01-19,health_beauty,1,145
2017-01-20,health_beauty,4,649.6
2017-01-21,health_beauty,1,28.9
2017-01-22,health_beauty,6,1080.58
2017-01-23,health_beauty,8,1230.29
2017-01-24,health_beauty,6,855.79
2017-01-25,health_beauty,12,666.75
2017-01-26,health_beauty,10,657.99
2017-01-27,health_beauty,5,604.34
2017-01-28,health_beauty,2,679.8
2017-01-29,health_beauty,3,182.8
2017-01-30,health_beauty,9,1296.38
2017-01-31,health_beauty,8,1272.34
2017-02-01,health_beauty,8,1429.17
2017-02-02,health_beauty,9,1215.38
2017-02-03,health_beauty,8,1452.37
2017-02-04,health_beauty,17,3558.75
2017-02-05,health_beauty,11,1606.45
2017-02-06,health_beauty,17,1290.87
2017-02-07,health_beauty,9,464.98
2017-02-08,health_beauty,11,983.11
2017-02-09,health_beauty,6,485.58
2017-02-10,health_beauty,5,849.79
2017-02-11,health_beauty,3,218.79
2017-02-12,health_beauty,3,670.8
2017-02-13,health_beauty,5,1000.47
2017-02-14,health_beauty,3,960.59
2017-02-15,health_beauty,7,1309.17
2017-02-16,health_beauty,5,683.51
2017-02-18,health_beauty,2,494.89
2017-02-19,health_beauty,6,220.27
2017-02-20,health_beauty,11,1011.13
2017-02-21,health_beauty,1,636
2017-02-22,health_beauty,12,1021.54
2017-02-23,health_beauty,7,507.66
2017-02-24,health_beauty,8,1191.29
2017-02-25,health_beauty,2,262.99
2017-02-26,health_beauty,2,264.89
2017-02-27,health_beauty,1,19.99
2017-02-28,health_beauty,1,19.99
2017-03-01,health_beauty,6,633.62
2017-03-02,health_beauty,6,634.17
2017-03-03,health_beauty,2,665.65
2017-03-04,health_beauty,4,451.79
2017-03-05,health_beauty,25,925.89
